date;tmax;tmin;tmean;Prec;Q
#;°C;°C;°C;mm/day;m³/s
07.07.1989;29.06;14.92;22.58;3.29;2.21
08.07.1989;25.18;15.8;18.3;6.54;2.66
09.07.1989;21.23;14.03;17.42;4.46;3.09
10.07.1989;20.96;13.54;16.51;0;2.49
11.07.1989;20.43;12.87;15.62;0;2.29
12.07.1989;23.08;10.33;17.73;0;2.16
13.07.1989;22.18;11.87;16.6;0.28;2.22
14.07.1989;16.03;9.95;11.97;0.26;2.14
15.07.1989;15.92;8.04;14.12;0.25;2.11
16.07.1989;17.49;9.58;13.18;0;2.03
17.07.1989;18.26;5.98;13.73;0.12;2.15
18.07.1989;17.8;11.12;13.37;0;2.23
19.07.1989;17.59;6.78;12.41;0;2.2
20.07.1989;23.31;5.75;16.15;0;2.12
21.07.1989;25.39;8.94;18.14;0;1.95
22.07.1989;28.34;11.54;21.57;0.13;1.94
23.07.1989;26.02;15.87;19.88;5.68;1.97
24.07.1989;26.51;15.52;19.66;9.21;4.92
25.07.1989;24.42;15;18.89;7.57;5.59
26.07.1989;24.34;14.88;19.12;5.41;3.22
27.07.1989;21.38;13.9;16.41;0.01;3.13
28.07.1989;21.17;9.04;15.55;0;1.87
29.07.1989;23.89;10.2;17.57;0.02;1.75
30.07.1989;22.99;12.34;16.29;0.64;1.86
31.07.1989;16.86;11.28;12.54;5.28;1.98
01.08.1989;14.97;8.36;10.47;5.07;2.32
02.08.1989;14.13;7.95;11.03;0.71;2.33
03.08.1989;17.55;8.92;13.64;0.35;2.01
04.08.1989;19.08;11.3;13.86;0;1.91
05.08.1989;22.81;6.83;15.3;0;1.94
06.08.1989;24.37;9.31;17.68;0.53;1.9
07.08.1989;23.73;14.34;18.42;5.63;1.71
08.08.1989;21.64;14.95;16.45;16.86;2.94
09.08.1989;21.83;13.28;16.31;0;3.62
10.08.1989;24.45;11.17;17.94;0;1.84
11.08.1989;23.57;13.43;17.84;0.59;1.97
12.08.1989;20.9;14.81;17.04;0.44;2.34
13.08.1989;23.64;12.38;18.07;0;1.87
14.08.1989;24.24;13.84;18.36;0;1.73
15.08.1989;27.83;13.1;21.19;0.01;1.65
16.08.1989;31.85;16.47;22.97;3.87;1.62
17.08.1989;22.72;15.59;17.37;0.16;2.06
18.08.1989;22.89;11.31;16.49;0;1.43
19.08.1989;26.49;10.18;19.07;0;1.42
20.08.1989;27.92;13.07;20.54;0;1.34
21.08.1989;30.29;14.93;22.55;1.19;1.6
22.08.1989;27.24;15.42;21.12;5.77;1.99
23.08.1989;21.3;12.51;15.38;0;1.98
24.08.1989;23.06;8.89;16.13;0;1.52
25.08.1989;17.31;11.37;13.85;1.69;1.39
26.08.1989;15.92;8.94;13.28;3.71;1.05
27.08.1989;17.18;10.18;12.66;8.83;1.74
28.08.1989;11.89;8.39;9.43;3.74;2.35
29.08.1989;13.94;7.18;10.82;0;2.08
30.08.1989;18.21;6.48;11.88;0;1.74
31.08.1989;21.51;6.96;14.61;0;1.3
01.09.1989;17.92;9.96;13.13;0.54;1.5
02.09.1989;15.08;10.38;11.91;0.16;1.7
03.09.1989;12.2;8.03;9.5;0.51;1.61
04.09.1989;16.04;7.28;11.15;0;1.62
05.09.1989;16.15;5.57;10.18;0;1.6
06.09.1989;19.27;4.98;12.1;0;1.48
07.09.1989;21.59;8.53;14.96;0;1.43
08.09.1989;22.61;7.98;15.52;0;1.36
09.09.1989;22.41;9.44;15.83;0;1.4
10.09.1989;20.96;10.69;15.67;0;1.23
11.09.1989;20.41;11.89;15.64;6.09;1.2
12.09.1989;20.92;11.56;15.01;0;1.37
13.09.1989;16.09;10.31;13.1;13.89;1.88
14.09.1989;17.07;11.52;12.72;7.31;2.16
15.09.1989;15.73;10.68;13.4;13.56;2.31
16.09.1989;17.87;13.29;16.08;0.58;3.41
17.09.1989;22.66;12.27;16.75;0;2.42
18.09.1989;25.68;12.03;18.56;0;2.09
19.09.1989;24.1;13.17;17.09;2.09;1.75
20.09.1989;22.73;11.88;16.93;0.04;1.66
21.09.1989;24.39;13.17;18.04;0;1.33
22.09.1989;24.34;13.5;17.63;0;1.32
23.09.1989;17.47;12.03;13.85;10.96;1.18
24.09.1989;13.96;11.05;12.95;12.42;4.38
25.09.1989;16.68;10.1;12.29;0.13;3.64
26.09.1989;16.22;9.25;12.2;1;2.04
27.09.1989;12.6;6.1;8.09;0.81;1.69
28.09.1989;13.76;4.4;9.25;0.07;1.66
29.09.1989;12.48;7.35;9.43;0.03;1.6
30.09.1989;12.53;7.95;11.03;1.03;1.6
01.10.1989;12.8;10.13;10.82;0.53;1.59
02.10.1989;11.53;8.69;9.81;1.57;1.61
03.10.1989;12.51;4.42;7.21;0.11;1.68
04.10.1989;14.34;0.61;6.46;0;1.56
05.10.1989;17.15;1.68;8.52;0;1.51
06.10.1989;11.87;4.23;8.15;10.02;1.4
07.10.1989;9.12;5.75;7.23;19.05;2.54
08.10.1989;8.32;5.24;6.95;1.78;6.73
09.10.1989;7.98;6.5;7;8.03;3.52
10.10.1989;9.28;5.75;6.79;1.6;3.94
11.10.1989;10.48;4.94;7.54;1.51;3.42
12.10.1989;11.99;5.23;9.74;0.85;3.12
13.10.1989;12.12;9.76;10.74;1.47;2.71
14.10.1989;11.56;5.61;7.43;2.27;2.7
15.10.1989;10.67;4.47;6.3;0.99;2.69
16.10.1989;12.32;2.69;7.06;0.02;2.48
17.10.1989;15.46;3.11;8.05;0;2.21
18.10.1989;17.07;3.55;8.95;0;1.88
19.10.1989;15.32;5.77;9.67;0;1.76
20.10.1989;12.62;7.11;9.77;5.15;1.89
21.10.1989;18.63;8.69;15.25;0;2.03
22.10.1989;20.2;10.45;14.4;0;1.69
23.10.1989;20.52;9.36;13.64;0;1.44
24.10.1989;17.38;10.01;12.74;0;1.48
25.10.1989;15.99;8.54;11.84;0;1.59
26.10.1989;17.71;8.67;12.39;0;1.7
27.10.1989;18.37;9.35;12.86;0;1.72
28.10.1989;17.78;6.37;10.8;2.61;1.82
29.10.1989;11.77;8.23;9.59;7.29;1.97
30.10.1989;14.43;7.88;11.35;7.86;2.98
31.10.1989;11.65;7.18;9.54;5.83;4.69
01.11.1989;11.77;8.95;9.97;32.67;7.22
02.11.1989;13.39;5.47;9.4;10.76;26.6
03.11.1989;10.76;8.65;9.33;7.32;20.8
04.11.1989;9.67;5.92;7.15;5.93;15.6
05.11.1989;8.08;5;6.21;0.32;12.3
06.11.1989;6.23;3.72;4.8;2.95;8.88
07.11.1989;5.35;0.44;2.27;0.03;7.55
08.11.1989;6.18;-0.46;3.9;1.02;6.48
09.11.1989;7.53;1.45;3.38;0.01;6.12
10.11.1989;7.44;-0.94;4.09;0;5.4
11.11.1989;10.09;1.7;4.49;0;4.63
12.11.1989;11.51;0.34;4.24;0;4.43
13.11.1989;9.77;-0.92;2.96;0;4.32
14.11.1989;8.24;-1.24;1.99;0;4.21
15.11.1989;7.11;-0.9;2.94;0;3.95
16.11.1989;4.78;-2.08;0.43;0;3.55
17.11.1989;4.25;-2.46;-0.14;0;3.28
18.11.1989;4.09;-5.03;-1.16;0;3.11
19.11.1989;5.3;-5.58;-0.7;0;2.9
20.11.1989;8.54;-2.68;2.3;0;2.96
21.11.1989;7.98;-0.82;4.28;2.51;3.01
22.11.1989;5.75;-2.09;0.23;3.69;3.37
23.11.1989;0.48;-5.44;-1.4;0.26;3.14
24.11.1989;1.98;-1.12;0.12;1.82;2.92
25.11.1989;-0.45;-8.03;-6.06;0.07;2.9
26.11.1989;0.68;-7.7;-1.17;0.99;2.47
27.11.1989;3.63;-0.04;2.4;1.52;2.57
28.11.1989;4.83;-2.71;0.04;0.01;2.71
29.11.1989;2.19;-6.28;-3.48;0;2.58
30.11.1989;1.03;-7.38;-3.73;0;2.21
01.12.1989;1.99;-6.78;-3.09;0;2.09
02.12.1989;3.47;-5.99;-1.77;0;2.03
03.12.1989;5.18;-4.33;-0.83;0;2.1
04.12.1989;3.75;-5.22;-0.3;0.05;2.03
05.12.1989;3.05;-1.67;0.56;0.38;1.87
06.12.1989;2.2;-0.03;1.25;1.01;1.76
07.12.1989;4.22;-2.26;0.5;0.07;1.68
08.12.1989;0.1;-3.86;-1.3;0.17;1.77
09.12.1989;1.7;-1.53;0.37;0.28;1.85
10.12.1989;0.39;-5.97;-3.99;0.02;1.81
11.12.1989;-1.74;-7.22;-2.92;0.27;1.86
12.12.1989;1.04;-3.07;-0.18;3.92;2.03
13.12.1989;6.71;0.87;4.38;16.37;2.87
14.12.1989;10.21;6.03;8.6;14.33;11
15.12.1989;9.31;5.95;7.16;32.36;23.5
16.12.1989;14.28;5.67;12.01;9.38;48
17.12.1989;13.81;8.12;8.96;3.98;41.1
18.12.1989;11.06;7.43;9.77;12.97;25.4
19.12.1989;10.75;3.93;6.18;7.54;32.3
20.12.1989;8.87;3.53;7.05;24.74;31.3
21.12.1989;11.69;8.43;10.87;3.34;62.2
22.12.1989;11.02;6.34;7.78;21.26;35.6
23.12.1989;6.46;2.28;3.54;2.65;53.6
24.12.1989;6.65;2.58;4.25;2.06;31.3
25.12.1989;8.57;0.13;2.93;0;23.7
26.12.1989;4.5;-3.22;-0.23;0;18.8
27.12.1989;0.02;-4.67;-2.72;0;15.7
28.12.1989;-2.15;-3.31;-2.81;0;13.2
29.12.1989;-2.38;-4.05;-3.41;0;11.1
30.12.1989;-1.98;-4.38;-3.54;0;10.1
31.12.1989;-1.77;-4.84;-2.59;0;9.11
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
