4.38	1.82	2.58
6.23	1.46	3.31
4.17	0.91	1.82
6.45	-0.27	2.68
7.17	-0.32	2.85
2.73	-1.85	-0.18
6.05	-2.16	2.09
7.99	1.15	4.48
7.05	-0.47	3.24
4.67	-1.04	0.55
6.7	-4.28	1.1
9.01	-1.11	6.72
10.99	4.7	7.22
6.8	1.61	5.19
7.4	4.03	4.98
4.25	1.64	2.36
2.34	0.63	1.15
3	0.25	1.55
3.9	-0.78	2.34
7.26	1.97	4.44
5.78	0.34	1.83
6.72	-0.81	2.64
4.58	-0.21	1.87
4.89	-0.97	2.3
4.61	1.68	2.83
4.86	0.48	2.96
9.47	-0.23	4.51
15.23	-0.58	8.2
16.47	2.91	9.69
11.94	4.54	7.81
17.33	2.32	10.03
17.9	4.19	11.34
18.89	5.71	12.08
11.58	2.28	5.39
3.69	1.12	1.89
6.18	-1.12	2.38
8.83	-0.17	3.86
10.36	-0.89	5.54
7.19	1.39	4.81
8.39	3.91	5.12
12.36	3.77	8.79
9.96	5.35	6.85
9.66	3.33	5.27
9.88	1.24	6.04
7.24	1.64	4.12
8.9	0.38	4.7
8.26	0.06	5.21
6.47	0.94	2.91
6.35	-1.63	3.63
6.21	0.2	2.41
6.65	-1.43	2.12
5.13	-0.25	1.87
7.95	0.31	3.29
6.37	0.48	2.25
11.44	-2.56	5.02
16.24	0.36	9.39
18.96	2.7	12.27
12.55	4.33	6.4
8.8	0.98	6.96
13.11	8.02	10.05
16.38	6.87	11.24
21.94	5.67	14.73
23.99	7.97	16.98
24.58	9.41	17.89
18.71	10.72	13.43
15.48	10.43	12.07
17.56	8.36	13.21
21.51	11.43	16.63
17.31	8.54	11.07
15.36	8.53	11.44
24.68	9.69	16.48
15.36	7	9.19
12.57	5.22	8.35
22.37	5.3	15.92
17.32	10.35	11.65
17.48	7.65	12.52
26.45	8.89	19.65
27.81	15.6	21.8
28.25	13.46	21.39
25.98	14.4	19.95
28.19	15.33	21.15
28.38	16.06	22.45
28.94	15.98	22.43
26.51	13.85	18.79
16.2	13.37	14.2
18.71	11.79	14.34
15.09	8.83	10.78
18.94	6.6	13.67
22.15	8.05	16.58
23.37	13.82	18.11
23.7	12.58	18.01
20.55	13.03	15.38
16.02	8.4	11.72
12.93	8.22	9.66
13.95	7.37	11.23
13.81	7.55	10.76
13.02	7.89	11.1
18.76	10.56	14.78
22.39	9.53	16.84
24.95	11.71	18.92
18.27	12.22	14.42
17.22	12.15	13.79
23.54	12.14	17.3
18.69	9.55	14.03
20.67	9.8	16.07
22.32	10.81	17.21
20.48	13.1	15.84
20.82	11.39	16.04
15.19	10.23	11.54
14.1	8.13	10.23
14.5	6.68	9.84
16.27	4.8	12.49
16.99	8.71	12.86
19.13	7.86	13.78
19.37	7.26	14.2
20.9	10.63	16.06
17.24	10.79	13.37
16.32	10.96	13.01
15.49	9.8	12.29
19.65	7.06	14.64
20.03	9.98	16.29
20.08	13.55	17.16
20.61	13.76	15.9
17.79	10.85	13.53
14.56	9.62	11.79
16.72	10.47	14.38
21.93	13.51	18.09
18.59	11.49	13.72
15.57	10.54	13.02
15.56	10.8	12.4
15.49	8.98	11.62
14.94	8.17	11.84
15.76	9.65	12.58
19.61	10.39	15.13
21.31	11.26	16.51
22.61	11.24	17.68
24.65	13.22	18.89
25.26	15.23	18.63
20.94	13.27	16.51
22.49	10.76	17.5
19.98	11.51	16.58
19.03	14.51	16.16
19.66	11.19	14.65
19.52	11.58	14.28
20.54	9.84	15
23.24	10.34	17.13
25.22	11.54	18.6
22.35	12.25	14.91
18.14	8.66	13.21
14.47	10.05	11.59
16.76	8.65	12.22
17.87	9.97	13.81
20.3	11.56	15.7
24.54	11.72	18.58
21.98	12.97	15.22
17.78	11.46	13.78
19.25	11	14.08
20.22	9.98	15.57
22.6	10.75	15.69
17.48	11.35	13.91
19.45	9.42	14.2
17.04	10.77	12.43
17.15	7.75	12.83
15.94	8.92	11.16
12.24	7.48	9.52
14.26	7.07	9.73
14.66	8.78	10.57
12.39	8	9.86
19.27	5.1	12.49
22.3	8.02	15.2
23.53	9.56	15.73
25.13	10.48	17.35
25.67	11.63	17.52
17.65	11.51	13.48
15.74	10.14	11.86
18.91	7.51	12.92
21.47	8.02	14.35
23.59	9.5	16.96
23.37	14.45	17.93
20.19	13.15	16.15
19.35	11.7	14.17
20.34	9.37	14.8
19.59	9.84	13.57
19.89	9.28	14.37
16.2	8.16	10.95
12.44	5.81	7.65
13.63	0.75	6.94
17.66	3.36	10.91
20.21	8.6	15.45
20.83	13.01	15.34
19.37	10.89	14
14.22	7.04	9.21
10.59	5.64	7.59
10.21	6.17	8.15
12.71	6.12	7.89
13.33	4.89	7.94
15.05	4.07	10.27
17.49	6.99	12.53
12.92	9.05	9.7
14.88	5.62	8.86
15.65	2.64	8.55
15.6	3.06	8.76
13.87	3.61	7.66
14.52	1.33	8.26
19.38	7.38	13.15
16.89	9.8	13.27
13.78	7.64	9.41
11.59	4.06	8.98
18.61	9.8	13.1
20.62	8.11	13.37
22.27	9.09	14.28
20.57	7.56	13.11
18.46	9.66	12.62
19.01	7.6	12.09
14.4	9.13	11.02
14.15	9.11	10.91
12.44	7.01	9.89
12.49	6.27	8.4
11.1	4.82	8.31
11.7	3.99	6.4
14.75	1.91	7.91
11.36	4.04	6.83
8.19	0.98	3.56
9.18	0.46	3.85
11.12	-2.05	3.44
9.79	-1.44	3.7
8.13	-2.06	2.88
7.31	-2.1	2.44
7.59	-1.11	2.28
5.35	0.46	4.14
6.24	1.02	2.88
8.78	-0.19	5.08
10.23	5.32	7.15
8.98	2.98	4.91
5.84	-0.13	2.25
7.38	1.42	5.8
7.74	3.71	4.93
6.37	2.59	3.94
6.87	0.93	4.46
10.08	4.52	6.01
8.15	0.92	2.63
4.4	-0.45	1.67
3.63	-2.43	-0.17
1.97	-2.47	0.02
3.94	-2.8	0.01
4.36	-3.39	2.67
4.44	-0.18	1.73
2.47	-0.67	0.51
1.23	-3.81	-1.7
0.62	-3.91	-1.03
2.04	-0.78	1.14
3.39	1.02	2.52
2.83	0.93	1.44
1.57	-3.21	-1.85
0.02	-4.7	-1.39
0.11	-1.88	-0.58
1.01	-1.11	0.4
4.79	0.05	2.99
6.44	2.14	4.18
7.94	2.78	5.85
10.44	2.38	5.29
5.75	0.15	3.16
8.43	3.92	7.34
8.13	4.94	6.28
10.48	4.7	8.33
9.64	3.62	6.34
10.51	3.51	8.16
9.77	6.3	7.92
11.06	7.7	9.39
9.14	6.23	6.83
7.27	4.96	6.67
8.94	5.64	7.16
9.36	4.2	5.68
4.72	-4.32	-2.15
1.94	-4.45	1.01
6.59	1.53	3.83
7.51	2.07	4.06
3.92	1.57	2.3
6.7	0.46	4.41
4.29	1.02	1.7
1.54	-0.81	0.13
0.15	-3.44	-1.8
-0.69	-2.87	-1.88
1.89	-2.47	0.68
2.16	-0.54	0.25
1.44	-0.71	0.49
1.37	-0.71	0.27
1.49	-2.79	-1.07
0.07	-4.55	-1.18
4.22	-0.88	1.86
2.3	-0.66	0.33
0.47	-1.43	-0.7
0.86	-1.34	-0.14
0.01	-3.29	-2.11
-1.73	-4.28	-2.89
-2.78	-9.33	-6.8
-1.38	-11.05	-2.87
1.48	-1.58	0.74
1.78	0.31	1.09
1.72	-0.22	0.46
0.5	-1.42	-0.89
-0.15	-2.64	-1.83
-2.08	-5.04	-4.2
-4.81	-9.14	-7.35
-7.51	-11.08	-9.74
-4.54	-11.57	-8.2
-4.01	-13.11	-8.86
-4.95	-11.02	-7.87
-3.13	-10.25	-4.86
-2.63	-7.46	-5.76
-2.5	-9.29	-6.24
-0.69	-10.37	-6.31
-2.04	-7.91	-3.91
-1.18	-6.35	-3.03
3.14	-2.69	1.45
2.39	0.07	1.11
1.95	-0.19	0.7
2.1	-0.42	0.71
0.76	-2.81	-1.96
-0.14	-7.65	-4.14
-3.41	-12.71	-6.25
-0.39	-4.89	-1.7
4.56	-1.17	3.39
6.72	3.23	5.52
6.1	-4.18	-1.81
3.51	-4.09	2.05
3.91	0.79	1.71
5.12	0.02	0.86
6.47	0.09	5.2
6.09	3.22	4.25
5.62	2.56	4.26
6.2	1.19	3.67
9.59	1.45	4.89
7.78	2.17	5.43
5.41	0.51	2.2
3.92	0.41	1.98
3.96	0.68	2.01
5.46	-0.73	1.19
3.79	-3.18	1.12
5.4	1.68	3.91
4.53	0.81	1.93
2.86	-0.43	0.86
3.19	-3.8	-0.48
6.28	-3.53	0.84
9.12	-2.78	1.71
9.03	-3.43	1.38
9.76	-3.39	2.49
9	-1.95	1.76
9.76	-3.26	2.1
9.16	-2.31	2.62
2.79	-3.72	-1.88
0.15	-4.04	-1.35
3.64	-0.59	2.35
5.61	2.52	3.63
4.07	-0.23	1.83
2.88	-4.16	-0.87
0.55	-5.08	-1.12
3.13	-4.25	-0.61
4.64	-2.44	2.88
6.82	3.26	4.44
8.41	-0.44	3.57
7.94	1.11	3.79
5.2	0.59	2.94
4.05	2.14	2.86
5.83	1.73	3.38
4.08	1.45	3.14
5.25	0.35	2.51
6.4	-0.01	3.72
9.1	-0.14	4.31
8.96	1.84	5.47
7.25	1.68	3.39
2.57	-3.05	-2.38
-1.31	-4.74	-3.65
0.63	-5.8	-1.67
6.04	-1.21	1.93
7.62	-1.03	2.58
3.29	-0.02	1.9
10.52	-0.13	4.98
9.07	2.04	4.03
10.11	1.17	8.08
14.31	9.45	10.91
10.4	4.14	5.3
6.9	1.65	3.36
10.1	-0.27	5.73
12.3	5.21	9.53
10.34	2.22	3.68
3.59	1.41	2.11
3.07	-0.42	1.09
5.32	-1.28	2.24
7.61	-2.6	2.57
10.97	-0.85	6.38
7.17	0.3	2.31
6.24	0.18	1.8
4.69	-0.45	2.36
7.7	1.69	4.14
12.58	-0.44	5.92
15.55	0.65	8.04
18.39	1.79	10.1
19.73	3.55	12.11
20.59	4.65	12.72
20.2	5	13.16
12.38	4.1	6.24
7.81	0.79	3.28
3.63	-1.34	0.36
6.58	-1.46	1.91
6.5	-1.12	2.48
7.09	0.16	4.74
7.11	0.97	3.65
4.12	0.87	2.2
7.77	1.36	4.28
9.36	3.21	5.99
8.84	3.5	5.4
10.41	2.03	6.52
15.41	3.69	10.4
16.06	6.75	11.68
12.13	4.69	6.57
11.04	2.68	6.81
9.54	1.72	4.59
10.5	-0.8	5.62
15.64	1.04	10.06
13.37	6.54	8.82
10.09	3.55	6.81
11.96	3.06	6.86
14.95	0.59	8.57
17.69	2.12	11.38
19.41	5.21	12.84
17.36	5.23	11.41
15.02	3.68	9.89
12.7	1.95	7.92
14.06	0.26	8.15
16.59	1.86	11.31
18.65	6.65	12.85
19.44	5.21	13.19
20.58	8.24	13.63
20.64	6.8	14.16
13.34	4.98	7.6
15.05	0.97	9.33
12.29	6.55	8.56
11.82	6.42	9.19
18.31	4.29	11.87
21.8	6.23	13.94
17.9	9.65	12.96
18.97	8.24	13.14
12.64	7.39	8.91
14.92	3.57	9.8
12.84	7.71	9.71
15.3	5.22	11.06
17.22	5.23	13.36
20.89	11.18	15.88
23.22	10.51	17.52
24.54	12.59	18.08
20.11	9.95	14.7
19.92	12	15.63
19.34	11.93	15.27
18.07	12.98	15.45
18.9	12.11	14.13
21.98	8.32	16.25
25.07	12.51	19.76
27.43	15.68	21.81
21.14	12.48	14.5
18.72	9.6	14.32
17.2	11.31	13.26
15.9	9.5	11.78
16.83	9.07	13.15
14.62	7.37	10.34
13.88	8.13	10.57
14.81	8	10.15
15.8	7.42	11.12
14.96	7.93	10.97
13.72	8.4	9.72
14.86	6.48	10.71
15.2	7.62	10.12
11.75	6.33	9.32
13.2	8.84	10.18
15.4	8.67	11.3
14.02	8.63	10.75
13.88	8.69	11.06
15.84	10	11.78
18.03	8.81	13.37
16.71	10.74	12.28
19.07	9.03	13.78
17.22	11.18	13.45
16.15	11.26	13.68
16.09	11.05	13.11
15.2	11.2	12.48
14.12	11.13	12.08
13.47	9.3	10.45
12.71	8.48	10.05
15.3	8.98	12.73
15.25	11.22	12.99
13.73	9.46	10.75
14.56	6.82	11.06
16.88	10.03	12.58
14.9	11.1	13.83
16.14	13.39	14.4
14.45	8.83	10.66
16.78	7.46	11.47
22.03	6.24	14.94
24.81	9.69	18.02
25.45	11.3	19.14
26.47	13.41	20.55
25.35	13.2	19.62
24.55	15.87	19.41
24.05	14.16	19.34
19.16	14.08	15.15
21.14	11.61	15.79
23.89	9.81	17.43
28.07	13.4	21.23
26.99	16.26	20.68
24.38	15.44	18.73
21.2	13.69	17.57
19.13	11.62	14.62
23.87	9.93	17.39
22.12	13.86	16.95
17.85	12.09	13.77
19.5	9.79	15.15
22.82	10.15	17.55
18.88	9.81	12.88
18.29	8.33	12.89
21.48	8.44	14.99
25.41	10.58	18.43
26.25	13.39	19.56
24.86	13.9	18.63
23.71	13.16	18.06
19.76	12.75	14.55
19.62	11.77	16.67
18.81	11.44	13.95
14.54	8.3	10
11.96	8.36	9.67
12.74	7.18	9.31
15.49	5.3	9.66
20.14	4.57	12.73
23.06	8.32	16.45
21.84	11.23	16.83
21.98	13.57	18
18.53	12.02	14.53
15.44	11.31	12.48
14.36	9.17	10.63
17.94	5.68	10.62
20.97	4.51	13.35
23.19	10.04	16.75
20.59	13.66	16.19
16.42	10.22	12
20.59	7.38	13.63
22.43	8.37	15.51
16.24	10.02	11.36
13.24	8.68	11.34
14.4	10.51	11.67
16.75	10.56	13.89
14.77	9.51	10.71
13.3	9.59	11.86
15.32	10.79	12.31
19.48	8.56	13.47
18.41	9.49	12.55
18.84	9.39	12.89
22.92	8.76	15.88
25.14	12.33	17.43
23.55	11.76	17.09
22.81	14.08	17.44
16.9	12.69	14.28
20.04	12.51	14.92
14.42	10.57	11.64
15.42	7.66	10.08
16.91	5.59	11.34
18.12	7.5	11.34
18.18	7.2	12.32
15.44	9.19	11.13
13.92	5.3	9.06
13.01	7.15	9.39
13.7	4.27	7.25
14.07	2.36	9.44
12.33	4.77	6.95
10.63	3.31	8.93
12.54	8.34	9.36
9.93	5.29	6.7
8.3	3.34	4.78
7.37	1.54	3.33
7.47	-0.07	5.62
8.46	3.52	5.24
6.31	3.98	5.1
8.36	2.92	4.64
9.37	1.25	4.9
11.3	3.24	9.15
13.37	7.17	9.51
9.1	5.93	6.78
7.64	1.73	3.84
7.86	0.91	3.15
10.31	1.48	5.92
12.39	3.21	7.11
9.81	5.49	7.75
9.48	6.64	8.52
9.02	4.17	5.6
8.07	1.47	4.07
10.75	3.23	9.14
16.56	9.15	12.33
12.95	6.61	8.82
7.91	2.21	4.17
5.46	-1.17	2.2
3.4	-3.24	-1.31
-1.49	-6.27	-4.5
-3.66	-6.04	-4.71
-3.71	-5.92	-5
-2.89	-5.9	-3.82
-1.59	-3.76	-2.28
-0.11	-3.37	-1.9
1.53	-5.01	-0.44
1.9	-4.06	-1.21
-0.09	-3.95	-2.21
0.03	-3.45	-0.93
1.51	-1.46	0.43
3.17	-0.11	1.57
2.98	0.69	2.08
7.91	0.52	5.03
10.23	7.74	9.3
10.76	8.74	9.74
10.26	4.64	6.51
5.93	2.22	4.16
10.42	4.07	7.19
10.64	5.1	8.88
10.05	7.55	9.16
11.39	8.21	9.82
10.85	7.71	8.72
8.01	4.31	5.62
5.21	-0.01	1.57
1.32	-4.8	-1.55
0.41	-1.92	-0.86
-0.01	-2.25	-1.27
-1.19	-3.8	-3.07
-3.23	-9.4	-7.36
-6.16	-10.77	-7.14
-1.75	-7.65	-4.55
-1.12	-7.74	-4.43
0.27	-10.09	-2.34
0.85	-7.34	-4.08
-5.22	-12.12	-9.64
-5.41	-12.24	-7.03
-2.96	-6.32	-4.17
-0.74	-5.86	-2.3
2.24	-1.35	1.25
2.82	0.83	2
4.67	0.85	3.3
7.92	3.64	6.69
9.25	3.33	4.62
3.79	-1.09	0.72
1.7	-2.78	-0.83
-0.04	-2.87	-1.48
-0.11	-4.4	-2.61
0.87	-5.91	-0.94
2.5	0.51	1.5
2.65	0.12	1.37
7.97	1.15	6.19
8.62	6.78	8.01
8.15	3.9	5.43
4.55	-0.16	0.78
0.52	-2.45	-1.27
-0.18	-5.33	-3.03
0.65	-3.87	-0.22
2.19	0.2	1.64
2.64	0.61	1.35
2.47	-1.36	-0.11
2.51	-1.18	1.62
6.41	1.98	4.16
3.42	-1.63	0.16
0.45	-2.67	-1.63
-1.54	-3.96	-3.16
-3.27	-10.62	-7.89
-5.39	-14.32	-8.12
-2.28	-6.19	-3.09
-0.21	-2.72	-1.09
-0.56	-7.9	-4.82
-2.85	-9.33	-4.24
-1.1	-5.62	-3.72
-1.77	-7.11	-3.28
0.09	-2.47	-1.44
-1.52	-4.46	-2.98
1.76	-3.47	0.84
0.84	-1.91	-1.08
1.64	-2.97	-0.1
0.19	-3.25	-2.56
-2.09	-7.58	-5.51
-1.68	-10.36	-7.12
-0.73	-11.05	-4.92
0.61	-7.77	-3.13
1.08	-3.77	-0.8
1.25	-4.46	-2.37
-0.84	-7.7	-2.93
0.42	-2.51	-1.06
0.7	-6.87	-4.32
2.08	-9.37	-3.88
2.49	-6.53	-2.72
2.62	-7.19	-2.27
3.82	-5.75	-0.66
2.55	-1.68	1.25
1.69	-0.1	0.55
0.5	-1.85	-1.05
3.13	-2.03	1.52
5.99	2.71	5.13
6.29	3.95	4.74
6.09	3.31	4.28
3.96	-0.71	0.7
1.75	-4.32	-3.13
-0.92	-8.39	-4.87
-2.22	-9.48	-5.69
-1.88	-9.76	-6.64
-1.12	-9.43	-5.55
0.74	-8.99	-3.29
0.38	-3.34	-1.83
-1.04	-4.89	-3.31
-2.8	-5.49	-4.57
-2.72	-6.91	-5.51
-2.55	-9.1	-5.32
-1.28	-8.7	-5.69
-1.46	-9.26	-5.29
-0.12	-6.46	-2.78
0.6	-4.4	-1.31
2.71	-4.54	-1.89
3.67	-6.97	-1.69
2.55	-5.85	-0.45
3.94	-1.4	1.55
4.69	0.43	2.48
3.68	0.79	2.18
1.95	-2.43	-1.44
0.61	-3.24	-1.51
4.29	-3.56	2.1
9.46	3.83	7.98
9.85	7.74	9.07
11.56	8.86	10.25
11.38	8.41	10.28
14.85	10.35	12.1
12.07	6.98	8.53
10.84	5.11	7.04
6.63	3.83	4.54
8.82	0.61	2.87
7.59	-0.77	2.43
3.96	-0.97	0.55
3.21	-1.08	0.35
5.59	-0.6	3.57
10.66	2.11	5.4
14.75	1.9	9.54
16.07	5.02	8.75
8.96	0.66	6.59
12.63	7.9	9.28
16.82	8.51	13.03
13.56	5.6	8.39
13.53	2.53	6.74
15.51	2.5	9.1
14.74	4.68	9.29
16.62	5.21	11.15
15.87	8.42	12.21
19.38	8.78	13.03
16.77	9.74	11.93
17.77	7.13	11.86
11.4	4.12	5.84
6.46	2.69	4.05
11.44	1.93	6.12
19.07	2.55	11.24
14.83	7.21	9.89
16.26	4.96	9.68
18.95	3.33	11.47
20.36	5.2	12.6
20.88	8.12	14.33
18.14	9.3	12.98
17.17	5.65	10.57
18.78	2.39	10.72
12.35	1.3	5.51
5.8	-2.33	1.18
6.07	-3.6	0.83
4.3	-1.39	2
8.02	0.17	2.83
8.2	-2.93	3.7
6.18	0.85	2.51
3.87	-1.58	-0.21
8.28	-4.19	2.94
13.76	-0.33	7.62
17.75	5.2	11.69
11.03	2.82	4.22
7.13	0.38	3.47
6.34	2.37	4.95
9.66	5.79	8.04
8.34	2.12	4.22
7.79	-1.17	3.36
7.56	-1.2	3.42
7.3	0.63	4.11
8.74	2.88	5.28
8.94	-0.21	6.72
17.92	7.31	12.49
18.44	7.37	13.59
22.76	7.1	15.84
24.76	9.77	18.58
24.27	11.36	15.86
21.48	7.39	14.37
20.46	9.87	14.89
15.95	11.16	12.5
17.19	10.47	13.11
20.54	8.33	13.79
14.15	7.97	9.89
18.3	4.71	11.83
23.01	7.2	16.3
25.66	10.29	19.07
26.07	13.78	19.86
19.21	11.95	13.77
18.11	6.47	13.03
14.61	8.71	10.56
12.83	5.95	10.21
14.84	8.14	11.48
11.53	8.44	9.15
14.35	6.72	10.24
15.25	9.25	12.38
20.09	11.41	15.26
25.03	11.63	18.76
25.12	14.85	19.36
28.31	13.82	21.77
20.9	14.1	15.24
14.6	10.04	11.52
18.01	9.66	14.49
20.31	12.73	16.29
21.32	11.5	16.57
22.85	13.98	18.19
19.84	15.04	16.61
18.22	11.27	13.83
21.62	7.34	16.69
19.32	10.12	13.36
18.42	4.31	12.48
22.78	8.63	18.65
25.61	16.69	20.5
19.84	10.14	11.97
12.47	7.01	9.27
9.84	7.19	7.96
10.25	6.06	7.64
12.86	5.42	9.35
13.13	7.4	9.66
15.31	8.3	11.3
18.78	7.7	13.65
19.15	9.59	13.98
20.68	9.1	14.98
18.41	9.72	14.19
21.54	11.01	15.96
23.55	13.32	19.73
20.41	8.32	9.69
13.9	7.18	10.91
18.42	10.5	13.94
20.96	11.09	16.1
18.82	11.38	13.64
17.83	8.72	13.08
20.18	9.72	15.44
22.6	12.9	17.14
23.69	12.64	18.34
26.23	13.2	20.55
27.1	15.47	21.28
27.83	15.42	21.82
23.83	16.27	19.48
20.71	15.73	17.3
19.86	13.52	15.61
19.6	11.75	15.69
17.07	11.12	13.67
19.72	12.21	16.14
18.67	12.38	14.26
13.72	9.3	10.57
13.06	8.03	10.29
15.15	6.5	12.46
15.6	11.03	13.42
19.37	12.85	14.87
16.22	11.47	14.08
17.56	9.98	12.7
12.57	9.91	11.08
14.7	9.65	11.83
16.72	11.14	13.64
17.44	10.69	14.45
21.54	13.01	17.09
19.44	12.46	14.58
21.72	7.47	15.8
21.85	14.65	18.15
24.8	14.9	18.48
24.77	14.6	19.27
26.91	15.05	20.91
27.92	15.83	21.57
28.26	14.91	22.1
27.34	15.26	19.89
21.34	15.69	17.87
20.63	14.85	17.73
17.31	14.17	14.64
15.63	13.84	14.45
20.29	12.87	15.82
23.52	11.58	17.29
25.15	12.35	18.76
25.98	14.1	19.39
21.09	11.88	15.16
15.82	7.06	11.07
18.89	6.47	12.71
16.22	8.51	12.92
13.63	11.12	11.78
15.87	9.56	11.6
13.08	8.08	10.57
14.64	8.42	11.08
17.23	10.36	12.96
17.49	7.49	12.29
16.7	9.6	13.06
15.72	10.95	13.11
16.15	10.34	12.38
15.95	9.51	12.03
17.88	9.09	12.03
18.85	6.37	12.75
18.02	8.45	12.72
18.3	8.69	12.85
17.52	7.08	11.37
18.64	6.36	12.08
19.79	6.15	12.49
21.8	6.55	13.46
22.52	7.16	15.13
21.05	11.52	16.49
20.91	13.16	15.34
21.26	10.64	15.33
22.17	10.81	16.07
19.86	12.44	15.44
17.3	8.94	11.56
14.54	5.79	10.23
16.62	6.01	11.7
16.19	11.63	13.94
17.25	11.02	12.73
19.84	9.46	15.09
16.14	10.21	11.69
19.44	10.41	16.92
19.64	15.01	16.66
22.58	13.8	17
16.88	8.65	11.09
16.83	6.04	10.28
16.47	5.97	11.18
18.56	7.94	13.97
14.88	7.9	9.96
11.02	6.32	9.53
14.03	8.25	10.06
16.53	4.63	9.75
16.81	6.25	11.27
14.72	7.55	11.47
12.01	7.92	9.18
11.99	5.15	9.25
11.77	8.45	10.36
19.57	9.74	15.03
15.34	9.08	11.08
13.66	6.89	9.78
17.33	6.37	12.14
12.56	4.4	6.89
10.52	4.1	5.55
5.3	2.37	4.05
5.74	2.67	3.91
7.42	1.1	4.37
5.65	3.57	4.23
7.5	1.09	2.88
7.73	0.72	5.8
12.23	6.61	10.34
10.32	6.24	7.56
9.53	6.8	7.73
7.67	2.47	3.99
5.71	0.69	2.61
5.06	1.05	2.99
3.77	-0.86	0.94
4.44	-0.2	3.19
8.16	2.57	5.13
6.09	2.54	4.05
7.27	2.22	5.12
9.18	4.88	6.81
8.32	4.5	6.02
13.03	5.3	9.55
12.23	4.26	9.94
12.14	9.94	10.86
12.15	7.23	9.16
11.13	6.31	9.47
9.59	2.18	4.34
7.14	2.49	4.19
3.78	-1.88	-0.44
1.21	-2.33	-0.76
0.37	-2.8	-1.46
2.72	-3.16	-1.23
-0.73	-2.88	-1.4
2.97	-1.31	1.75
5.75	2.15	3.67
4.45	0.9	2.42
2.01	-2.32	-1.4
2.29	-5.67	-2.27
2.94	-4.45	0.36
8.09	1.06	6.24
10.12	4.41	6.83
11.99	3.94	10.81
11.76	7.68	9.17
11.61	9.37	10.48
10.84	7.88	9.21
9.2	0.1	1.12
1.13	-1.19	-0.29
2.4	-0.94	1.47
4	1.59	2.88
3.44	-1.15	0.71
2.72	-1.32	1.52
2.58	-0.6	0.47
0.96	-1.59	-0.57
0.44	-2.87	-1.37
-0.56	-5.24	-2.26
2.59	-1.32	0.89
0.87	-1.17	-0.44
0.47	-1.07	-0.02
1.41	-0.21	0.6
3.16	-0.07	1.45
2.26	-2.38	-1.55
-0.6	-4.7	-2.94
-0.47	-5.37	-1.51
-1.01	-7.52	-5.41
-6.13	-15.05	-10.08
1.74	-9.68	-0.81
1.23	-7.84	-4.21
-6.48	-11.82	-9.18
-8.33	-14	-10.55
-4.1	-10.03	-6.82
-7.32	-12.55	-9.94
-5.79	-10.91	-7.22
-5.04	-10.1	-6.5
0.24	-5.14	-1.58
-0.39	-3.28	-1.99
-0.97	-3.78	-2.12
-0.38	-2.71	-1.4
-0.73	-3.55	-2.52
-2.81	-8.39	-6.95
-0.8	-7.69	-3.31
2.76	-4.59	1.09
4.9	-0.24	2.85
6.3	2.13	4.96
6.01	2.37	3.73
4.16	1.82	3.1
7.53	3.26	6.21
8.11	4.25	6.9
7.79	5.71	6.63
7.09	-8.53	-6.29
-7.25	-12.2	-10.23
-8.36	-12.96	-9.68
-8.03	-11.34	-10.28
-9.3	-17.45	-14.33
-5.54	-16.66	-7.94
-5.07	-12.54	-9.57
-7.6	-14.7	-11.62
-7.67	-16.54	-12.68
